,Symbol,Name,LastSale,Sector
2122,OPY,"Oppenheimer Holdings, Inc.",26.81,Finance
2123,ORCL,Oracle Corporation,53.76,Technology
2124,ORAN,Orange,14.75,Public Utilities
2125,ORC,"Orchid Island Capital, Inc.",6.11,Consumer Services
2126,OEC,Orion Engineered Carbons S.A,13.97,Basic Industries
2127,ORN,"Orion Group Holdings, Inc.",4.48,Basic Industries
2128,IX,Orix Corp Ads,69.88,Finance
2129,ORA,"Ormat Technologies, Inc.",64.13,Public Utilities
2130,OSK,Oshkosh Corporation,75.01,Capital Goods
2131,OR,Osisko Gold Royalties Ltd,13.25,Basic Industries
2132,OUT,OUTFRONT Media Inc.,26.05,Consumer Services
2133,OSG,"Overseas Shipholding Group, Inc.",1.75,Transportation
2134,OMI,"Owens & Minor, Inc.",2.9,Health Care
2135,OC,Owens Corning Inc,55.0,Capital Goods
2136,OI,"Owens-Illinois, Inc.",11.95,Consumer Durables
2138,OXM,"Oxford Industries, Inc.",68.05,Consumer Non-Durables
2139,ROYT,Pacific Coast Oil Trust,2.11,Energy
2140,PACD,Pacific Drilling S.A.,6.97,Energy
2141,PCG,Pacific Gas & Electric Co.,17.95,Public Utilities
2142,PKG,Packaging Corporation of America,99.6,Consumer Durables
2143,PD,"PagerDuty, Inc.",37.61,Technology
2144,PAGS,PagSeguro Digital Ltd.,43.27,Technology
2145,PANW,"Palo Alto Networks, Inc.",214.53,Technology
2146,PAM,Pampa Energia S.A.,31.2,Public Utilities
2147,PHX,Panhandle Royalty Company,10.93,Energy
2148,PARR,"Par Pacific Holdings, Inc.",22.06,Energy
2149,PAR,PAR Technology Corporation,25.77,Miscellaneous
2150,PGRE,"Paramount Group, Inc.",13.09,Consumer Services
2151,PKE,Park Aerospace Corp.,18.15,Technology
2152,PK,Park Hotels & Resorts Inc.,24.31,Consumer Services
2153,PKD,Parker Drilling Company,13.4,Energy
2154,PH,Parker-Hannifin Corporation,163.47,Capital Goods
2155,PE,"Parsley Energy, Inc.",14.16,Energy
2156,PSN,Parsons Corporation,36.25,Technology
2161,PRTY,Party City Holdco Inc.,5.81,Consumer Services
2162,PAYC,"Paycom Software, Inc.",221.17,Technology
2163,PBF,PBF Energy Inc.,23.52,Energy
2164,PBFX,PBF Logistics LP,20.77,Energy
2165,BTU,Peabody Energy Corporation,18.05,Energy
2166,PSO,"Pearson, Plc",9.84,Consumer Services
2167,PEB,Pebblebrook Hotel Trust,26.24,Consumer Services
2172,PBA,Pembina Pipeline Corp.,36.43,Energy
2173,PEI,Pennsylvania Real Estate Investment Trust,5.52,Consumer Services
2177,PFSI,"PennyMac Financial Services, Inc.",25.37,Finance
2178,PMT,PennyMac Mortgage Investment Trust,21.7,Consumer Services
2181,PAG,"Penske Automotive Group, Inc.",44.59,Consumer Durables
2182,PNR,Pentair plc.,36.07,Technology
2183,PEN,"Penumbra, Inc.",157.84,Health Care
2184,PFGC,Performance Food Group Company,42.21,Consumer Non-Durables
2185,PKI,"PerkinElmer, Inc.",81.31,Capital Goods
2186,PBT,Permian Basin Royalty Trust,5.15,Energy
2187,PVL,Permianville Royalty Trust,2.41,Energy
2188,PRT,PermRock Royalty Trust,7.68,Energy
2189,PRGO,Perrigo Company,51.14,Health Care
2190,PRSP,Perspecta Inc.,21.81,Technology
2191,PTR,PetroChina Company Limited,49.3,Energy
2192,PBR,Petroleo Brasileiro S.A.- Petrobras,14.18,Energy
2194,PFE,"Pfizer, Inc.",36.96,Health Care
2197,PGTI,"PGT Innovations, Inc.",14.4,Capital Goods
2198,PM,Philip Morris International Inc,80.26,Consumer Non-Durables
2199,PSX,Phillips 66,95.64,Energy
2200,PSXP,Phillips 66 Partners LP,51.62,Energy
2201,FENG,Phoenix New Media Limited,2.63,Consumer Services
2202,PHR,"Phreesia, Inc.",26.44,Miscellaneous
2203,DOC,Physicians Realty Trust,16.86,Consumer Services
2204,PDM,"Piedmont Office Realty Trust, Inc.",19.52,Consumer Services
2205,PIR,"Pier 1 Imports, Inc.",3.18,Consumer Services
2227,PNW,Pinnacle West Capital Corporation,91.55,Public Utilities
2228,PINS,"Pinterest, Inc.",33.72,Technology
2229,PES,Pioneer Energy Services Corp.,0.183,Energy
2234,PXD,Pioneer Natural Resources Company,121.84,Energy
2235,PJC,Piper Jaffray Companies,73.21,Finance
2236,PBI,Pitney Bowes Inc.,3.55,Miscellaneous
2238,PVT,Pivotal Acquisition Corp.,10.13,Finance
2242,PVTL,"Pivotal Software, Inc.",9.06,Technology
2243,PJT,PJT Partners Inc.,39.4,Finance
2244,PAA,"Plains All American Pipeline, L.P.",22.34,Energy
2245,PAGP,"Plains Group Holdings, L.P.",22.8,Energy
2246,PLNT,"Planet Fitness, Inc.",74.74,Consumer Services
2247,PLT,"Plantronics, Inc.",34.56,Public Utilities
2248,AGS,"PlayAGS, Inc.",17.91,Consumer Durables
2249,PHI,PLDT Inc.,21.76,Public Utilities
2250,PNC,"PNC Financial Services Group, Inc. (The)",132.92,Finance
2253,PNM,"PNM Resources, Inc. (Holding Co.)",48.62,Public Utilities
2254,PII,Polaris Industries Inc.,89.2,Capital Goods
2255,POL,PolyOne Corporation,30.24,Basic Industries
2256,POR,Portland General Electric Company,54.3,Public Utilities
2257,PKX,POSCO,42.48,Basic Industries
2258,POST,"Post Holdings, Inc.",99.65,Consumer Non-Durables
2259,PSTL,"Postal Realty Trust, Inc.",14.25,Consumer Services
2260,PPDF,PPDAI Group Inc.,3.71,Finance
2261,PPG,"PPG Industries, Inc.",110.96,Basic Industries
2262,PPX,"PPL Capital Funding, Inc.",25.62,Public Utilities
2263,PPL,PPL Corporation,28.98,Public Utilities
2264,PYS,PPlus Trust,17.92,Finance
2265,PYT,PPlus Trust,20.32,Finance
2266,PQG,PQ Group Holdings Inc.,14.12,Basic Industries
2267,PDS,Precision Drilling Corporation,1.47,Energy
2268,APTS,"Preferred Apartment Communities, Inc.",14.04,Consumer Services
2269,PBH,Prestige Consumer Healthcare Inc.,32.6,Health Care
2270,PVG,"Pretium Resources, Inc.",11.82,Basic Industries
2271,PRI,"Primerica, Inc.",111.25,Finance
2277,PRA,ProAssurance Corporation,37.27,Finance
2278,PG,Procter & Gamble Company (The),113.08,Basic Industries
2279,PGR,Progressive Corporation (The),77.34,Finance
2280,PLD,"Prologis, Inc.",78.64,Consumer Services
2281,PUMP,ProPetro Holding Corp.,16.41,Energy
2282,PRO,"PROS Holdings, Inc.",67.42,Technology
2283,PROS,"ProSight Global, Inc.",17.35,Finance
2287,PB,"Prosperity Bancshares, Inc.",64.49,Finance
2288,PRLB,"Proto Labs, Inc.",96.14,Capital Goods
2289,PFS,"Provident Financial Services, Inc",23.44,Finance
2290,PJH,"Prudential Financial, Inc.",25.79,Finance
2291,PRH,"Prudential Financial, Inc.",25.5,Finance
2292,PRS,"Prudential Financial, Inc.",26.8619,Finance
2293,PRU,"Prudential Financial, Inc.",85.95,Finance
2294,PUK,Prudential Public Limited Company,36.79,Finance
2297,PSB,"PS Business Parks, Inc.",168.22,Consumer Services
2303,TLK,"PT Telekomunikasi Indonesia, Tbk",28.78,Public Utilities
2304,PEG,Public Service Enterprise Group Incorporated,55.63,Public Utilities
2305,PSA,Public Storage,245.75,Consumer Services
2307,PSA^B,Public Storage,26.26,Consumer Services
2308,PSA^C,Public Storage,26.02,Consumer Services
2309,PSA^D,Public Storage,25.41,Consumer Services
2310,PSA^E,Public Storage,25.2314,Consumer Services
2311,PSA^F,Public Storage,25.85,Consumer Services
2314,PSA^U,Public Storage,25.6,Consumer Services
2315,PSA^V,Public Storage,25.35,Consumer Services
2318,PHM,"PulteGroup, Inc.",31.11,Capital Goods
2319,PSTG,"Pure Storage, Inc. ",13.01,Technology
2324,NEW,Puxin Limited,5.8,Consumer Services
2325,PVH,PVH Corp.,76.6,Consumer Non-Durables
2326,PYX,"Pyxus International, Inc.",13.9,Consumer Services
2327,PZN,Pzena Investment Management Inc,7.47,Finance
2328,QTWO,"Q2 Holdings, Inc.",73.82,Technology
2329,QEP,"QEP Resources, Inc.",4.21,Energy
2330,QGEN,Qiagen N.V.,36.33,Health Care
2331,QTS,"QTS Realty Trust, Inc.",45.53,Consumer Services
2334,QUAD,"Quad Graphics, Inc",10.49,Miscellaneous
2335,KWR,Quaker Chemical Corporation,165.26,Basic Industries
2336,NX,Quanex Building Products Corporation,17.99,Capital Goods
2337,PWR,"Quanta Services, Inc.",32.66,Capital Goods
2338,QD,Qudian Inc.,8.39,Finance
2339,DGX,Quest Diagnostics Incorporated,97.85,Health Care
2340,QES,Quintana Energy Services Inc.,1.65,Energy
2341,QHC,Quorum Health Corporation,1.58,Health Care
2342,QUOT,Quotient Technology Inc.,10.17,Consumer Services
2343,QVCD,"QVC, Inc.",24.8495,Consumer Services
2344,CTAA,Qwest Corporation,25.965,Public Utilities
2345,CTBB,Qwest Corporation,24.08,Public Utilities
2346,CTDD,Qwest Corporation,24.87,Public Utilities
2347,CTV,Qwest Corporation,25.2,Public Utilities
2348,CTY,Qwest Corporation,23.59,Public Utilities
2349,CTZ,Qwest Corporation,25.06,Public Utilities
2350,RRD,R.R. Donnelley & Sons Company,2.0,Miscellaneous
2351,RMED,"Ra Medical Systems, Inc.",2.7,Health Care
2352,RDN,Radian Group Inc.,21.8,Finance
2353,RL,Ralph Lauren Corporation,95.73,Consumer Non-Durables
2354,RRC,Range Resources Corporation,4.64,Energy
2355,RNGR,"Ranger Energy Services, Inc.",5.83,Energy
2356,PACK,Ranpak Holdings Corp,6.47,Capital Goods
2358,RJF,"Raymond James Financial, Inc.",75.01,Finance
2359,RYAM,Rayonier Advanced Materials Inc.,4.89,Basic Industries
2361,RYN,Rayonier Inc.,28.03,Consumer Services
2362,RTN,Raytheon Company,180.15,Capital Goods
2363,RMAX,"RE/MAX Holdings, Inc.",27.24,Finance
2364,RC,Ready Capital Corporation,14.9,Consumer Services
2365,RCA,Ready Capital Corporation,27.12,Consumer Services
2366,RCB,Ready Capital Corporation,25.45,Consumer Services
2367,RCP,Ready Capital Corporation,25.44,Consumer Services
2368,RLGY,Realogy Holdings Corp.,4.75,Finance
2369,O,Realty Income Corporation,68.96,Consumer Services
2370,RLH,Red Lion Hotels Corporation,6.5,Consumer Services
2371,RWT,"Redwood Trust, Inc.",16.4,Consumer Services
2372,RBC,Regal Beloit Corporation,75.72,Consumer Durables
2373,RWGE,Regalwood Global Energy Ltd.,10.24,Finance
2376,RM,Regional Management Corp.,26.18,Finance
2377,RF,Regions Financial Corporation,14.56,Finance
2381,RGS,Regis Corporation,16.68,Consumer Services
2382,RGA,"Reinsurance Group of America, Incorporated",147.42,Finance
2383,RZA,"Reinsurance Group of America, Incorporated",27.31,Finance
2384,RZB,"Reinsurance Group of America, Incorporated",27.6656,Finance
2385,RS,Reliance Steel & Aluminum Co.,96.64,Basic Industries
2386,RELX,RELX PLC,22.96,Consumer Services
2387,RNR,RenaissanceRe Holdings Ltd.,179.44,Finance
2391,SOL,Renesola Ltd.,1.0104,Technology
2392,RENN,Renren Inc.,0.81,Technology
2393,RPLA,Replay Acquisition Corp.,9.88,Finance
2396,RSG,"Republic Services, Inc.",86.87,Public Utilities
2397,REZI,"Resideo Technologies, Inc.",17.1,Capital Goods
2398,RMD,ResMed Inc.,126.9,Health Care
2399,RFP,Resolute Forest Products Inc.,5.06,Basic Industries
2400,QSR,Restaurant Brands International Inc.,76.23,Consumer Services
2401,RPAI,"Retail Properties of America, Inc.",11.58,Consumer Services
2402,RVI,Retail Value Inc.,36.22,Finance
2403,REVG,"REV Group, Inc.",13.13,Capital Goods
2404,REV,"Revlon, Inc.",17.45,Consumer Non-Durables
2405,RVLV,"Revolve Group, Inc.",31.56,Consumer Services
2406,REX,REX American Resources Corporation,70.67,Basic Industries
2407,REXR,"Rexford Industrial Realty, Inc.",40.56,Consumer Services
2410,RXN,Rexnord Corporation,27.42,Technology
2412,RH,RH,134.05,Consumer Services
2413,RNG,"Ringcentral, Inc.",131.33,Technology
2414,RIO,Rio Tinto Plc,52.14,Basic Industries
2415,RBA,Ritchie Bros. Auctioneers Incorporated,34.75,Miscellaneous
2416,RAD,Rite Aid Corporation,6.88,Health Care
2423,RLI,RLI Corp.,88.3,Finance
2424,RLJ,RLJ Lodging Trust,16.46,Consumer Services
2426,RMG,RMG Acquisition Corp.,9.9,Finance
2429,RRTS,"Roadrunner Transportation Systems, Inc.",9.04,Transportation
2430,ROAN,"Roan Resources, Inc.",1.07,Energy
2431,RHI,Robert Half International Inc.,55.99,Technology
2432,ROK,"Rockwell Automation, Inc.",150.8,Capital Goods
2433,RCI,"Rogers Communication, Inc.",51.67,Consumer Services
2434,ROG,Rogers Corporation,139.71,Basic Industries
2435,ROL,"Rollins, Inc.",32.15,Finance
2436,ROP,"Roper Technologies, Inc.",344.13,Capital Goods
2437,RST,Rosetta Stone,20.4,Technology
2438,RY,Royal Bank Of Canada,75.96,Finance
2440,RBS,Royal Bank Scotland plc (The),4.89,Finance
2441,RCL,Royal Caribbean Cruises Ltd.,107.69,Consumer Services
2447,RES,"RPC, Inc.",5.72,Energy
2448,RPM,RPM International Inc.,65.04,Basic Industries
2449,RPT,RPT Realty,12.07,Consumer Services
2451,RTW,"RTW Retailwinds, Inc.",1.96,Consumer Services
2452,RTEC,"Rudolph Technologies, Inc.",25.28,Capital Goods
2453,RYB,"RYB Education, Inc.",5.93,Consumer Services
2454,R,"Ryder System, Inc.",48.23,Consumer Services
2455,RYI,Ryerson Holding Corporation,7.39,Basic Industries
2456,RHP,"Ryman Hospitality Properties, Inc.",72.17,Consumer Services
2457,SPGI,S&P Global Inc.,244.18,Finance
2458,SBR,Sabine Royalty Trust,44.56,Energy
2459,SB,"Safe Bulkers, Inc",1.62,Transportation
2462,SFE,"Safeguard Scientifics, Inc.",11.14,Finance
2463,SAFE,Safehold Inc.,32.58,Consumer Services
2464,SAIL,"SailPoint Technologies Holdings, Inc.",20.03,Technology
2465,CRM,Salesforce.com Inc,142.82,Technology
2467,SBH,"Sally Beauty Holdings, Inc.",13.32,Consumer Services
2468,SJT,San Juan Basin Royalty Trust,3.33,Energy
2469,SD,"SandRidge Energy, Inc.",6.13,Energy
2470,SDT,SandRidge Mississippian Trust I,0.59,Energy
2471,SDR,SandRidge Mississippian Trust II,0.5985,Energy
2472,PER,SandRidge Permian Trust,1.84,Energy
2473,SC,Santander Consumer USA Holdings Inc.,25.64,Finance
2474,SAP,SAP SE,118.73,Technology
2478,SSL,Sasol Ltd.,20.19,Energy
2479,BFS,"Saul Centers, Inc.",51.4,Consumer Services
2483,SLB,Schlumberger N.V.,35.99,Energy
2484,SNDR,"Schneider National, Inc.",18.72,Transportation
2485,SWM,"Schweitzer-Mauduit International, Inc.",32.42,Basic Industries
2486,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,80.17,Technology
2487,SALT,Scorpio Bulkers Inc.,5.37,Transportation
2488,SBNA,Scorpio Tankers Inc.,25.4,Transportation
2489,STNG,Scorpio Tankers Inc.,23.67,Transportation
2490,SMG,Scotts Miracle-Gro Company (The),108.46,Basic Industries
2494,SE,Sea Limited,34.02,Consumer Services
2495,SA,"Seabridge Gold, Inc.",15.34,Basic Industries
2496,CKH,"SEACOR Holdings, Inc.",45.56,Transportation
2497,SMHI,SEACOR Marine Holdings Inc.,13.13,Transportation
2498,SDRL,Seadrill Limited,3.04,Energy
2499,SDLP,Seadrill Partners LLC,1.99,Energy
2500,SEE,Sealed Air Corporation,43.84,Basic Industries
2501,SSW,Seaspan Corporation,9.18,Transportation
2507,SSWA,Seaspan Corporation,25.95,Transportation
2508,SEAS,"SeaWorld Entertainment, Inc.",29.24,Consumer Services
2509,JBN,Select Asset Inc.,6.11,Finance
2510,JBR,Select Asset Inc.,5.8692,Finance
2511,WTTR,"Select Energy Services, Inc.",8.75,Energy
2512,SEM,Select Medical Holdings Corporation,15.64,Health Care
2513,SEMG,Semgroup Corporation,11.0,Energy
2514,SRE,Sempra Energy,132.12,Public Utilities
2515,SRE^A,Sempra Energy,109.31,Public Utilities
2517,SREA,Sempra Energy,26.39,Public Utilities
2518,ST,Sensata Technologies Holding plc,45.35,Capital Goods
2519,SXT,Sensient Technologies Corporation,64.84,Basic Industries
2520,SQNS,Sequans Communications S.A.,0.8181,Technology
2521,SRG,Seritage Growth Properties,39.33,Finance
2523,SCI,Service Corporation International,44.81,Consumer Services
2524,SERV,"ServiceMaster Global Holdings, Inc.",51.15,Consumer Services
2525,NOW,"ServiceNow, Inc.",256.81,Technology
2526,SHAK,"Shake Shack, Inc.",73.34,Consumer Services
2527,SJR,Shaw Communications Inc.,19.48,Consumer Services
2528,SHLX,"Shell Midstream Partners, L.P.",20.98,Energy
2529,SHW,Sherwin-Williams Company (The),495.36,Consumer Services
2530,SHG,Shinhan Financial Group Co Ltd,34.53,Finance
2531,SFL,Ship Finance International Limited,12.55,Transportation
2532,SHOP,Shopify Inc.,321.39,Technology
2533,SSTK,"Shutterstock, Inc.",37.63,Technology
2534,SBGL,Sibanye Gold Limited,5.33,Basic Industries
2535,SIG,Signet Jewelers Limited,16.15,Consumer Services
2536,SBOW,"SilverBow Resorces, Inc.",8.87,Energy
2537,SPG,"Simon Property Group, Inc.",154.75,Consumer Services
2539,SSD,"Simpson Manufacturing Company, Inc.",61.5,Capital Goods
2540,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",32.68,Basic Industries
2541,SITC,SITE Centers Corp.,13.77,Consumer Services
2545,SITE,"SiteOne Landscape Supply, Inc.",71.19,Consumer Non-Durables
2546,SIX,Six Flags Entertainment Corporation New,51.32,Consumer Services
2547,SJW,SJW Group,63.29,Public Utilities
2548,SKM,"SK Telecom Co., Ltd.",22.87,Public Utilities
2549,SKX,"Skechers U.S.A., Inc.",33.35,Consumer Non-Durables
2550,SKY,Skyline Champion Corporation,29.26,Basic Industries
2551,SLG,SL Green Realty Corp,77.76,Consumer Services
2553,WORK,"Slack Technologies, Inc.",31.39,Consumer Services
2554,SM,SM Energy Company,9.59,Energy
2555,SMAR,Smartsheet Inc.,47.16,Technology
2556,SNN,"Smith & Nephew SNATS, Inc.",44.68,Health Care
2557,SNAP,Snap Inc.,16.46,Technology
2558,SNA,Snap-On Incorporated,147.64,Capital Goods
2559,IPOA,Social Capital Hedosophia Holdings Corp.,10.43,Finance
2562,SQM,Sociedad Quimica y Minera S.A.,26.52,Basic Industries
2563,SOGO,Sogou Inc.,3.41,Technology
2564,SOI,"Solaris Oilfield Infrastructure, Inc.",13.29,Energy
2565,SWI,SolarWinds Corporation,17.15,Technology
2566,SAH,"Sonic Automotive, Inc.",26.93,Consumer Durables
2567,SON,Sonoco Products Company,57.92,Consumer Durables
2568,SNE,Sony Corp Ord,53.65,Consumer Non-Durables
2569,BID,Sotheby&#39;s,58.31,Miscellaneous
2571,SJI,"South Jersey Industries, Inc.",32.04,Public Utilities
2572,SJIU,"South Jersey Industries, Inc.",51.3,Public Utilities
2578,SO,Southern Company (The),55.93,Public Utilities
2579,SOJA,Southern Company (The),25.94,Public Utilities
2580,SOJB,Southern Company (The),26.03,Public Utilities
2581,SOJC,Southern Company (The),26.1,Public Utilities
2582,SCCO,Southern Copper Corporation,32.26,Basic Industries
2583,LUV,Southwest Airlines Company,48.96,Transportation
2584,SWX,"Southwest Gas Holdings, Inc.",87.58,Public Utilities
2585,SWN,Southwestern Energy Company,1.94,Energy
2586,SPAQ,Spartan Energy Acquisition Corp,9.99,Finance
2591,SPB           ,"Spectrum Brands Holdings, Inc.",46.35,Miscellaneous
2592,TRK,"Speedway Motorsports, Inc.",19.78,Consumer Services
2593,SR,Spire Inc.,79.96,Public Utilities
2595,SPR,"Spirit Aerosystems Holdings, Inc.",72.8,Capital Goods
2596,SAVE,"Spirit Airlines, Inc.",41.36,Transportation
2597,SMTA,Spirit MTA REIT,8.36,Consumer Services
2598,SRC,"Spirit Realty Capital, Inc.",43.17,Consumer Services
2600,SPOT,Spotify Technology S.A.,150.0,Consumer Services
2601,SRLP,Sprague Resources LP,17.57,Energy
2602,S,Sprint Corporation,6.66,Public Utilities
2603,SPXC,SPX Corporation,35.63,Technology
2604,FLOW,"SPX FLOW, Inc.",37.0,Technology
2605,SQ,"Square, Inc.",64.85,Technology
2606,JOE,St. Joe Company (The),17.34,Consumer Services
2607,STAG,"Stag Industrial, Inc.",28.62,Consumer Services
2609,SSI,"Stage Stores, Inc.",0.6486,Consumer Services
2610,SMP,"Standard Motor Products, Inc.",43.41,Capital Goods
2611,SXI,Standex International Corporation,63.05,Technology
2612,SWJ,"Stanley Black & Decker, Inc.",26.0,Capital Goods
2613,SWK,"Stanley Black & Decker, Inc.",135.82,Capital Goods
2614,SWP,"Stanley Black & Decker, Inc.",96.92,Capital Goods
2615,STN,Stantec Inc,23.05,Consumer Services
2616,SGU,"Star Group, L.P.",9.61,Consumer Services
2617,SRT,"StarTek, Inc.",6.73,Technology
2618,STWD,"STARWOOD PROPERTY TRUST, INC.",22.75,Consumer Services
2619,STT,State Street Corporation,53.8,Finance
2624,SPLP,Steel Partners Holdings LP,13.4,Capital Goods
2626,SCS,Steelcase Inc.,15.74,Consumer Durables
2629,SCL,Stepan Company,94.02,Basic Industries
2630,STE,STERIS plc,144.61,Health Care
2631,STL,Sterling Bancorp,19.58,Finance
2632,STL^A,Sterling Bancorp,27.31,Finance
2633,STC,Stewart Information Services Corporation,37.29,Finance
2634,SF,Stifel Financial Corporation,53.73,Finance
2635,SF^A,Stifel Financial Corporation,27.587,Finance
2637,SFB,Stifel Financial Corporation,25.73,Finance
2638,STM,STMicroelectronics N.V.,16.82,Technology
2641,STON,StoneMor Partners L.P.,1.69,Consumer Services
2642,SRI,"Stoneridge, Inc.",31.01,Capital Goods
2643,STOR,STORE Capital Corporation,34.62,Consumer Services
2644,GJH,STRATS Trust,9.87,Finance
2645,GJO,STRATS Trust,22.97,Finance
2646,GJS,STRATS Trust,20.4,Finance
2647,SYK,Stryker Corporation,205.66,Health Care
2648,MSC,Studio City International Holdings Limited,20.01,Consumer Services
2649,RGR,"Sturm, Ruger & Company, Inc.",45.18,Capital Goods
2650,SPH,"Suburban Propane Partners, L.P.",23.24,Consumer Services
2651,SMFG,Sumitomo Mitsui Financial Group Inc,6.78,Finance
2652,INN,"Summit Hotel Properties, Inc.",11.17,Consumer Services
2655,SUM,"Summit Materials, Inc.",18.99,Basic Industries
2656,SMLP,"Summit Midstream Partners, LP",7.52,Public Utilities
2657,SUI,"Sun Communities, Inc.",133.1,Consumer Services
2658,SLF,Sun Life Financial Inc.,38.93,Finance
2659,SXC,"SunCoke Energy, Inc.",6.71,Basic Industries
2660,SU,Suncor Energy  Inc.,27.64,Energy
2661,STG,Sunlands Technology Group,2.28,Consumer Services
2662,NOVA,Sunnova Energy International Inc.,10.81,Public Utilities
2663,SUN,Sunoco LP,31.64,Energy
2664,SHO,"Sunstone Hotel Investors, Inc.",13.01,Consumer Services
2667,STI,"SunTrust Banks, Inc.",61.02,Finance
2669,SPN,"Superior Energy Services, Inc.",0.68,Energy
2670,SUP,"Superior Industries International, Inc.",2.61,Capital Goods
2671,SUZ,Suzano S.A.,15.09,Basic Industries
2673,SWCH,"Switch, Inc.",13.55,Technology
2675,SYF,Synchrony Financial,33.74,Finance
2676,SNX,Synnex Corporation,85.58,Technology
2677,SNV,Synovus Financial Corp.,34.64,Finance
2682,GJT,"Synthetic Fixed-Income Securities, Inc.",20.75,Finance
2683,GJV,"Synthetic Fixed-Income Securities, Inc.",26.77,Finance
2684,SYY,Sysco Corporation,67.14,Consumer Non-Durables
2685,SYX,Systemax Inc.,20.03,Capital Goods
2686,TLRD,"Tailored Brands, Inc.",4.52,Consumer Services
2688,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,39.87,Technology
2689,TAK,Takeda Pharmaceutical Company Limited,17.37,Health Care
2690,TAL,TAL Education Group,30.98,Consumer Services
2691,TGE,"Tallgrass Energy, LP",17.75,Public Utilities
2692,TALO,"Talos Energy, Inc.",19.24,Energy
2693,SKT,"Tanger Factory Outlet Centers, Inc.",15.48,Consumer Services
2694,TPR,"Tapestry, Inc.",27.84,Consumer Non-Durables
2696,TRGP,"Targa Resources, Inc.",35.51,Public Utilities
2697,TGT,Target Corporation,80.79,Consumer Services
2698,TARO,Taro Pharmaceutical Industries Ltd.,79.53,Health Care
2699,TTM,Tata Motors Ltd,8.69,Capital Goods
2700,TCO,"Taubman Centers, Inc.",39.62,Consumer Services
2703,TMHC,Taylor Morrison Home Corporation,22.15,Capital Goods
2704,TRP,TC Energy Corporation,47.83,Public Utilities
2705,TCP,"TC PipeLines, LP",38.61,Public Utilities
2707,TEL,TE Connectivity Ltd.,87.68,Technology
2708,TISI,"Team, Inc.",15.51,Consumer Services
2709,FTI,TechnipFMC plc,24.75,Energy
2710,TECK,Teck Resources Ltd,17.91,Basic Industries
2711,TK,Teekay Corporation,3.67,Transportation
2712,TGP,Teekay LNG Partners L.P.,14.03,Consumer Services
2715,TOO,Teekay Offshore Partners L.P.,1.125,Consumer Services
2719,TNK,Teekay Tankers Ltd.,1.04,Consumer Services
2720,GCI,TEGNA Inc.,11.04,Consumer Services
2721,TGNA,TEGNA Inc.,15.1,Consumer Services
2722,TRC,Tejon Ranch Co,17.18,Finance
2727,TDOC,"Teladoc Health, Inc.",65.6,Health Care
2728,TLRA,"Telaria, Inc.",8.58,Technology
2729,TEO,Telecom Argentina Stet - France Telecom S.A.,15.97,Public Utilities
2730,TDY,Teledyne Technologies Incorporated,282.07,Capital Goods
2731,TFX,Teleflex Incorporated,350.6,Health Care
2732,VIV,Telefonica Brasil S.A.,13.07,Public Utilities
2733,TEF,Telefonica SA,7.39,Public Utilities
2734,TDA,"Telephone and Data Systems, Inc.",25.47,Public Utilities
2735,TDE,"Telephone and Data Systems, Inc.",25.37,Public Utilities
2736,TDI,"Telephone and Data Systems, Inc.",26.05,Public Utilities
2737,TDJ,"Telephone and Data Systems, Inc.",25.41,Public Utilities
2738,TDS,"Telephone and Data Systems, Inc.",27.15,Public Utilities
2739,TU,TELUS Corporation,35.67,Public Utilities
2744,TPX,"Tempur Sealy International, Inc.",74.28,Consumer Durables
2745,TS,Tenaris S.A.,23.4,Basic Industries
2746,TME,Tencent Music Entertainment Group,13.77,Consumer Services
2747,THC,Tenet Healthcare Corporation,22.1,Health Care
2748,TNC,Tennant Company,69.27,Technology
2749,TEN,Tenneco Inc.,7.89,Capital Goods
2750,TVC,Tennessee Valley Authority,25.54,Public Utilities
2751,TVE,Tennessee Valley Authority,25.6,Public Utilities
2752,TDC,Teradata Corporation,33.1,Technology
2753,TEX,Terex Corporation,27.01,Capital Goods
2754,TX,Ternium S.A.,20.7,Basic Industries
2755,TRNO,Terreno Realty Corporation,48.05,Finance
2756,TTI,"Tetra Technologies, Inc.",1.37,Energy
2757,TEVA,Teva Pharmaceutical Industries Limited,7.83,Health Care
2758,TPL,Texas Pacific Land Trust,695.46,Energy
2759,TGH,Textainer Group Holdings Limited,8.83,Technology
2760,TXT,Textron Inc.,46.65,Capital Goods
2761,AES,The AES Corporation,16.32,Basic Industries
2762,BX,The Blackstone Group Inc.,44.53,Finance
2764,SCHW,The Charles Schwab Corporation,38.84,Finance
2767,COO,"The Cooper Companies, Inc. ",325.68,Health Care
2778,THG,"The Hanover Insurance Group, Inc.",128.24,Finance
2779,THGA,"The Hanover Insurance Group, Inc.",25.38,Finance
2780,MSG,The Madison Square Garden Company,281.23,Consumer Services
2781,RUBI,"The Rubicon Project, Inc.",9.84,Technology
2782,TRV,"The Travelers Companies, Inc.",143.93,Finance
2784,TMO,Thermo Fisher Scientific Inc,268.46,Capital Goods
2785,THR,"Thermon Group Holdings, Inc.",23.81,Energy
2786,TPRE,Third Point Reinsurance Ltd.,9.31,Finance
